20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
20000,6,16,78,74,54,32,65,15,66,36,96,22,76,10,48,88,15,28,85,69,35,60,16,56,44,56,62,85,12,20,18,71,44,99,74,21,74,54,16,35,12,25,79,34,10,35,66,77,36,5,25,59,28,26,54,96,77,82,100,41,49,20,34,20,65,18,93,53,43,2,37,45,99,45,11,28,50,69,16,40,54,46,63,51,98,8,4,32,59,20,63,28,29,46,64,5,88,28,23,87,18,99,35,34,19,93,28,30,94,99,6,97,99,32,13,5,28,84,19,52,44,25,95,70,22,69,44,9,66,100,43,46,35,78,21,5,74,45,54,80,75,58,26,86,6,25,90,84,4,5,69,30,16,82,70,2,78,97,45,78,75,95,84,73,48,61,39,64,35,10,16,38,40,4,22,94,31,79,56,63,19,63,85,81,15,61,24,21,50,12,99,14,66,78,75,71,73,54,20000
20000,9,49,72,11,58,99,41,89,62,88,25,56,4,47,31,15,88,92,66,75,96,52,68,73,70,86,96,47,41,58,55,80,46,72,28,41,90,70,71,99,68,61,59,28,55,40,24,48,48,15,55,6,14,94,81,56,79,60,40,83,99,62,97,54,20,28,86,94,3,53,94,64,32,67,96,34,74,4,24,11,65,74,61,23,37,71,56,38,38,54,8,68,83,90,35,51,16,75,12,68,65,68,63,41,49,45,28,100,19,13,61,60,13,1,20,15,35,23,4,86,36,94,51,16,54,26,40,18,10,27,41,72,56,39,75,71,36,21,59,61,90,6,62,44,10,3,25,43,76,78,29,14,51,43,54,56,53,55,63,20,62,100,61,24,39,98,10,7,19,7,67,42,21,36,91,2,41,90,91,56,14,76,28,77,67,45,65,21,96,96,89,93,72,4,60,60,75,93,20000
20000,4,1,42,66,73,11,30,91,92,15,40,42,34,59,32,59,59,90,39,59,19,52,10,4,44,83,78,82,50,35,13,11,69,50,17,17,80,50,60,63,75,44,8,75,87,42,28,86,5,34,5,17,17,12,6,33,56,90,37,18,68,97,28,19,84,89,47,77,13,60,55,74,56,30,94,6,84,43,16,24,59,18,67,40,69,80,42,51,38,29,54,83,100,30,2,56,47,19,42,73,84,41,86,35,43,100,20,4,93,20,17,3,63,84,1,25,17,78,18,100,9,91,6,15,20,91,80,30,100,43,91,60,17,54,33,53,84,37,4,80,70,22,15,1,59,54,31,4,4,23,85,88,63,80,86,19,99,64,13,4,35,27,41,35,35,52,67,51,91,87,41,59,93,78,6,56,12,15,15,72,90,90,66,67,75,22,93,41,90,50,94,39,69,54,11,79,2,94,20000
20000,49,7,42,19,75,94,22,76,98,56,84,29,96,70,83,42,32,33,34,30,74,16,79,46,64,86,81,31,33,69,25,62,28,24,33,84,56,82,30,51,90,36,42,75,68,13,84,41,72,5,73,28,95,80,15,92,15,28,86,13,20,4,36,99,97,15,76,47,68,38,63,2,9,61,7,98,17,70,74,75,100,61,81,62,99,40,11,99,46,61,3,35,87,73,86,75,2,31,65,64,11,94,15,10,38,79,26,33,69,94,20,2,15,77,70,8,30,61,51,64,12,18,32,20,50,8,11,76,96,89,48,4,62,36,35,32,57,17,48,80,95,38,59,74,53,80,6,85,42,86,49,85,5,17,53,24,75,14,38,90,48,10,75,44,41,88,45,36,52,34,87,5,95,76,64,94,23,22,78,49,57,97,41,50,56,22,23,34,10,30,19,63,43,35,69,37,15,56,20000
20000,61,63,94,54,97,66,34,8,47,95,71,84,16,88,85,72,33,73,49,27,86,33,60,87,99,48,5,13,80,11,66,56,93,1,58,8,61,59,10,28,63,65,43,36,8,38,63,88,2,63,19,2,75,21,52,17,53,95,71,84,92,1,79,8,48,5,3,40,60,41,33,15,17,71,89,42,30,21,11,28,91,89,62,24,12,55,89,28,82,20,21,79,9,9,9,37,17,82,76,99,39,32,24,97,50,2,71,62,56,63,9,81,70,64,52,47,73,86,4,80,27,33,64,56,91,12,96,97,85,19,30,86,63,3,62,93,35,71,37,77,59,68,91,29,30,98,5,87,86,23,73,96,55,2,21,37,34,3,13,70,75,1,97,86,39,48,73,5,99,29,36,75,85,47,73,17,69,15,73,86,13,75,16,90,53,12,62,50,5,91,18,45,43,11,93,55,32,27,20000
20000,66,27,10,32,2,68,60,100,4,3,95,11,82,86,61,28,32,67,42,65,7,34,91,73,35,73,18,90,45,55,48,14,43,98,1,27,44,50,37,88,78,39,37,88,25,87,49,41,59,27,15,87,58,81,67,65,36,16,47,73,68,84,6,88,68,27,1,87,92,50,66,86,74,66,96,91,75,87,91,96,14,46,52,42,30,72,30,62,51,11,17,27,92,75,88,69,39,52,16,60,4,93,46,39,11,91,14,28,89,42,50,22,19,3,72,52,72,14,53,49,27,77,5,64,43,21,71,84,25,1,64,30,80,25,53,6,99,83,37,87,1,42,77,11,55,76,3,57,30,81,30,12,2,51,65,77,51,84,78,13,22,39,99,62,85,75,41,46,83,53,100,94,57,23,80,18,26,83,4,15,85,8,38,51,2,70,33,45,76,99,12,38,54,86,62,89,56,32,20000
20000,84,45,56,74,55,69,78,8,19,57,100,47,98,45,87,5,87,93,45,53,26,23,10,80,87,4,41,35,36,93,78,32,46,16,83,37,43,51,80,83,79,70,7,74,22,14,36,34,71,63,26,82,77,29,71,7,35,24,3,2,54,69,41,77,40,61,86,80,54,96,70,88,68,62,40,28,43,41,55,84,21,24,15,18,67,63,83,2,25,65,89,71,91,24,75,69,66,9,40,26,9,7,48,90,68,63,7,34,31,93,5,64,51,1,28,74,31,46,92,63,12,30,72,47,72,40,94,50,65,66,61,40,57,52,5,48,31,46,77,11,80,97,9,79,33,4,84,26,82,19,75,6,74,78,22,51,56,37,25,29,15,90,25,42,41,5,9,83,76,61,60,55,49,57,52,43,65,22,87,18,71,76,1,45,4,35,91,21,45,39,19,62,54,25,59,33,42,45,20000
20000,98,63,94,67,23,93,27,70,63,44,48,62,31,20,11,69,32,100,83,88,51,5,61,7,5,46,22,29,75,14,1,71,100,10,45,32,22,80,55,45,1,62,75,51,47,24,51,31,85,62,39,91,32,25,17,16,19,64,51,98,22,56,5,56,6,80,6,63,59,11,97,81,82,9,100,37,3,14,87,83,14,38,15,20,12,43,32,99,5,49,48,89,84,81,95,77,27,87,44,33,16,79,30,90,13,43,45,72,6,29,87,77,41,81,84,63,45,4,98,74,95,44,54,67,52,70,25,97,10,11,65,96,86,3,90,84,75,8,58,5,38,59,98,99,62,60,46,51,57,58,47,59,56,6,3,6,56,22,15,51,24,68,68,55,49,97,80,66,76,67,32,72,25,24,77,57,66,100,84,1,59,66,56,14,89,93,32,87,4,78,71,5,68,44,31,86,57,41,20000
20000,17,73,64,7,40,5,57,61,70,76,39,82,87,4,72,47,69,98,95,6,8,62,21,46,49,65,79,96,89,43,90,83,51,35,72,14,97,64,39,32,55,20,19,53,35,14,45,47,40,28,47,76,67,85,27,46,52,73,23,36,16,83,1,26,51,64,39,2,5,27,96,72,10,24,47,13,27,66,29,83,100,94,29,54,13,24,62,41,27,33,6,80,20,35,67,75,99,48,55,34,98,51,78,12,72,24,68,39,49,92,41,70,95,61,71,11,67,95,76,19,90,2,80,72,74,18,46,13,33,66,54,82,16,43,35,65,69,36,79,89,69,39,60,25,57,9,32,14,99,67,22,83,71,29,80,62,55,23,51,43,8,96,29,8,71,18,17,82,24,33,48,51,86,6,66,60,22,4,48,13,87,34,36,3,10,69,3,21,49,75,82,60,39,68,40,25,81,7,20000
20000,17,22,32,56,80,33,51,17,87,93,18,75,14,52,1,42,25,24,67,52,97,33,34,23,81,8,100,23,99,44,6,53,22,14,79,51,54,22,51,96,76,43,82,49,65,66,43,64,21,14,72,20,94,52,90,73,61,6,38,24,53,6,65,85,58,35,49,79,36,17,75,97,88,50,37,58,56,55,65,24,91,53,53,69,34,36,29,82,66,7,33,72,55,77,34,33,85,14,78,60,16,92,97,99,95,79,91,65,17,4,26,99,89,58,42,70,12,54,54,11,16,85,94,28,27,82,24,30,91,31,96,2,95,61,74,32,92,3,50,9,49,58,11,66,88,4,59,18,39,21,39,26,11,68,74,26,67,12,33,15,67,65,82,69,90,70,38,24,26,49,20,13,67,100,6,13,22,83,97,99,88,96,31,48,82,2,73,97,41,15,64,31,54,66,74,97,100,88,20000
20000,18,9,79,74,77,1,66,34,82,7,45,32,49,80,97,94,9,23,38,22,22,27,4,5,23,1,38,39,81,64,99,56,51,48,24,26,19,65,42,43,65,74,59,97,59,33,85,37,98,68,91,16,19,27,36,65,33,89,29,95,52,3,92,64,90,7,22,26,9,5,54,86,32,98,10,84,33,7,72,27,67,68,4,27,51,20,93,98,82,30,76,36,82,63,42,87,60,77,32,80,20,6,4,73,18,24,36,44,9,67,34,98,98,29,52,12,33,26,41,63,43,16,78,28,92,74,20,25,83,24,3,33,36,91,49,59,62,35,99,14,72,98,28,35,100,73,24,96,48,17,80,77,11,90,14,63,97,66,82,93,70,22,71,97,85,26,95,53,57,64,68,100,58,41,35,31,54,63,22,38,88,6,32,25,11,90,63,96,53,57,28,57,63,99,38,96,93,36,20000
20000,54,79,44,3,81,99,58,51,2,9,39,7,89,90,81,76,22,41,69,91,19,95,41,79,69,55,65,65,66,11,29,30,58,28,61,62,34,3,48,34,73,49,29,69,27,3,61,19,67,14,10,55,39,75,95,27,34,51,80,63,82,72,3,75,9,7,36,87,75,21,21,93,66,80,81,76,79,38,13,15,77,97,8,60,97,9,71,13,74,45,64,73,44,97,4,13,23,67,47,22,31,5,27,86,10,96,64,37,63,32,37,89,40,84,82,79,77,28,39,23,44,27,35,61,69,68,6,24,8,85,99,46,11,10,62,12,28,77,97,55,36,35,13,74,55,12,26,18,2,47,94,86,81,87,17,61,42,10,57,2,50,63,59,68,12,68,33,38,72,87,85,56,75,18,6,90,44,58,29,40,19,47,14,53,30,74,99,1,3,94,78,94,24,49,76,61,72,93,20000
20000,51,6,55,99,74,68,28,87,70,98,5,93,69,30,95,13,61,25,91,20,82,67,56,74,93,40,37,86,89,77,77,8,56,59,28,68,11,13,37,80,6,93,4,49,87,65,32,14,3,45,10,35,27,36,44,6,17,47,53,99,99,74,94,6,39,96,39,74,98,63,66,17,79,13,91,80,5,50,25,52,16,87,100,17,94,59,4,85,82,84,33,70,45,84,94,32,14,6,61,44,70,9,80,3,35,21,14,40,17,9,21,86,93,70,74,95,6,41,58,11,96,51,88,65,91,55,21,38,42,4,83,94,70,86,6,20,7,71,95,19,87,43,14,73,70,25,1,33,86,93,79,5,66,90,50,87,46,94,21,42,84,48,18,66,47,25,80,56,95,81,27,98,69,18,62,98,79,27,42,76,19,22,96,100,11,28,18,14,90,81,45,54,14,82,52,48,2,42,20000
20000,99,5,4,1,10,94,96,43,84,69,4,23,36,20,45,47,92,63,21,7,42,35,21,16,48,7,18,94,13,9,69,74,74,36,73,99,18,39,54,24,41,59,38,82,20,68,18,31,57,72,42,79,28,34,82,94,91,29,40,97,91,63,42,49,12,34,15,18,42,18,70,18,17,84,83,83,13,55,77,57,27,79,14,39,90,93,13,36,24,69,83,10,42,46,6,54,24,35,3,31,63,38,97,71,80,100,90,82,59,93,47,88,50,75,67,21,73,57,19,36,39,52,1,83,50,81,31,7,52,32,60,95,41,65,85,69,63,49,26,25,79,5,78,26,89,68,96,71,97,95,36,51,59,13,70,13,14,33,98,75,62,49,71,89,60,87,43,4,57,5,32,95,94,36,61,44,82,1,1,12,26,32,68,47,14,41,100,86,32,1,2,12,48,56,72,52,76,82,20000
20000,40,60,59,35,73,28,96,27,95,58,15,71,55,52,81,20,14,87,72,90,8,59,26,64,96,22,10,2,48,87,47,21,91,95,38,42,63,78,7,99,56,16,91,65,25,54,39,46,41,97,4,26,60,59,100,90,88,44,16,93,29,18,22,62,41,20,85,94,51,99,99,73,92,84,75,81,73,95,33,19,88,45,3,70,24,57,11,91,89,67,53,62,10,43,17,67,91,45,27,95,31,70,73,20,79,67,16,52,82,49,10,46,94,37,7,10,89,9,78,57,81,100,95,61,72,61,53,9,40,22,22,77,35,71,95,90,23,44,15,39,27,32,58,13,60,8,35,72,30,91,12,84,13,36,36,27,86,91,41,57,21,16,81,88,81,28,69,7,88,14,6,73,6,59,1,96,14,35,86,43,40,10,98,68,8,49,88,11,91,42,37,12,99,32,63,91,71,41,20000
20000,74,76,63,91,60,43,19,24,17,98,98,80,47,41,90,37,45,29,14,44,46,92,24,1,38,96,27,84,48,36,47,37,37,3,61,84,98,46,98,33,17,25,47,27,15,73,60,93,1,53,55,62,44,72,10,20,82,28,6,39,56,72,48,82,78,25,90,37,88,15,89,100,3,96,35,98,6,48,53,74,100,11,68,36,59,69,63,45,19,61,15,37,8,11,35,71,30,98,85,68,67,28,74,94,84,14,79,41,58,82,29,90,70,90,29,14,41,15,12,11,32,10,79,77,36,83,40,69,30,41,16,94,41,30,88,50,23,81,26,60,18,73,2,38,50,53,95,70,60,91,69,100,31,40,73,29,67,9,45,50,94,57,38,87,70,30,61,80,5,78,86,57,42,30,87,88,100,88,79,51,35,9,2,64,98,2,45,86,71,68,73,65,30,84,73,16,45,38,20000
20000,65,44,68,95,20,24,34,100,49,65,72,52,49,98,96,44,60,27,34,49,32,11,40,29,2,84,71,74,61,94,2,26,98,78,37,86,15,34,50,97,36,79,16,3,71,69,6,2,89,16,11,29,55,86,26,9,80,83,3,74,96,36,81,44,50,94,64,72,72,59,37,78,97,20,21,75,60,50,3,5,80,35,56,80,75,93,50,90,93,8,34,55,5,9,90,73,29,86,82,23,83,10,36,30,5,15,56,20,40,16,21,60,2,28,22,46,57,8,64,61,81,10,17,25,53,99,4,31,99,28,14,57,17,27,35,43,33,17,64,55,80,54,2,36,34,40,7,81,20,87,1,10,30,78,17,94,69,42,22,21,54,40,9,67,49,21,4,71,32,77,87,40,41,33,53,62,13,25,78,97,5,30,57,97,61,59,76,55,62,85,3,64,3,87,94,59,72,13,20000
20000,10,5,8,91,23,90,83,66,55,75,92,37,90,98,36,53,94,34,9,71,79,9,98,20,16,56,54,18,79,13,41,90,42,74,100,82,41,39,1,84,14,5,17,65,89,78,11,23,29,11,3,53,63,87,55,30,24,73,71,7,8,93,23,60,8,6,39,77,74,65,29,47,72,37,46,83,32,92,20,100,12,9,43,97,28,68,33,52,16,66,24,87,100,97,66,70,57,13,7,65,97,22,7,47,41,5,52,27,76,24,68,94,74,38,51,5,75,93,69,14,75,15,6,49,16,50,45,55,50,66,71,33,41,98,9,7,23,68,95,19,77,47,43,20,56,56,93,82,59,74,32,1,6,18,7,16,10,86,44,6,84,7,68,8,66,33,10,86,4,19,51,15,98,83,11,32,47,6,28,88,61,40,26,44,53,50,82,80,66,6,50,64,49,29,48,56,41,47,20000
20000,13,100,99,8,42,14,73,31,56,46,39,8,19,85,86,77,38,51,21,90,61,100,8,60,75,26,58,22,42,31,89,53,67,23,9,82,40,61,35,27,10,4,48,4,33,30,39,48,35,4,12,16,24,38,11,56,14,91,35,88,81,23,85,41,92,49,77,91,76,13,20,81,66,19,49,50,49,74,43,35,84,8,84,64,9,44,58,29,5,28,94,42,32,98,28,36,71,22,5,22,8,74,56,26,85,35,31,95,53,50,57,69,58,79,76,4,70,12,80,87,65,53,91,97,81,65,49,17,2,15,31,33,9,20,32,52,20,18,56,22,51,23,98,67,93,100,51,74,80,7,87,27,16,42,6,95,70,71,3,10,63,84,52,22,61,14,55,79,38,91,71,66,93,59,84,25,11,74,53,59,73,18,15,63,42,28,39,47,85,48,61,35,87,11,19,98,87,36,20000
20000,99,85,46,100,34,57,2,88,93,19,48,87,84,95,59,57,70,89,19,72,95,23,38,65,50,32,86,73,95,20,34,32,83,27,7,70,14,50,67,25,75,20,92,56,15,38,71,97,25,83,36,55,81,68,88,96,73,82,46,70,28,84,34,37,13,22,57,75,35,50,76,67,75,76,8,76,8,22,61,63,68,90,87,65,97,8,88,97,70,92,88,94,64,32,62,24,6,88,52,51,83,82,53,31,35,88,77,84,42,67,49,51,49,93,8,88,51,68,50,30,41,75,46,59,30,92,88,49,39,67,5,30,44,14,40,30,24,62,92,24,1,46,59,32,12,2,94,7,76,93,85,82,31,67,95,77,1,57,36,32,86,77,56,68,100,16,4,81,2,98,31,34,95,63,73,98,75,80,93,73,3,96,74,42,83,6,67,10,97,13,36,55,30,43,94,31,89,26,20000
20000,29,58,30,45,20,42,95,22,37,95,67,9,71,1,10,10,39,11,7,1,23,14,72,35,77,6,77,90,49,61,52,37,90,79,15,5,67,40,43,86,8,95,47,76,50,56,25,12,26,14,12,98,42,19,40,92,20,72,96,18,53,47,73,100,51,30,53,34,82,23,3,17,50,95,38,88,54,4,68,52,50,95,2,54,80,77,50,8,70,84,6,10,5,91,31,93,44,56,53,45,78,87,50,77,30,74,66,5,31,79,32,44,90,73,93,89,30,95,36,82,99,22,37,44,11,94,19,53,47,58,96,52,40,96,39,20,60,26,8,73,48,86,48,83,25,36,53,83,79,87,57,6,35,89,65,77,76,69,91,6,58,52,69,92,31,10,69,76,90,12,20,8,23,19,36,55,61,93,42,96,100,91,62,41,79,9,90,65,12,58,38,47,49,65,65,18,31,31,20000
20000,2,11,9,39,34,28,68,45,51,54,12,80,84,42,55,41,72,77,65,58,20,3,96,72,81,22,39,12,79,72,92,36,16,30,63,33,12,26,5,26,29,15,37,62,1,50,76,39,89,89,19,37,41,98,39,45,83,95,29,8,4,4,54,46,21,56,69,92,67,48,93,26,75,46,91,71,23,64,75,4,77,29,94,80,73,84,31,33,42,21,77,100,5,70,1,65,37,51,94,79,27,34,4,82,75,76,16,80,61,97,70,40,15,21,99,27,51,7,82,49,59,17,69,53,96,52,65,7,33,7,24,83,24,25,1,43,11,73,56,90,11,87,40,18,34,36,98,11,58,94,65,18,14,59,83,39,63,86,84,42,47,16,89,32,100,19,97,71,31,2,92,72,86,85,44,38,15,23,69,60,94,100,49,4,23,88,91,2,79,74,79,78,56,8,6,54,80,31,20000
20000,63,40,79,95,61,20,86,52,100,11,98,89,43,68,99,58,89,23,65,8,46,39,78,35,100,38,55,42,15,26,59,64,70,85,6,10,17,21,94,96,97,40,100,4,38,3,80,60,41,100,73,61,39,66,67,82,65,44,63,73,3,86,50,17,48,15,42,100,18,70,41,92,52,54,86,46,43,64,30,51,40,1,91,19,97,42,67,50,2,21,73,50,89,47,66,24,44,42,75,66,40,77,92,55,74,42,60,30,70,2,69,46,70,18,100,77,42,57,1,45,47,44,88,17,43,34,62,74,47,33,45,97,32,1,73,29,63,95,32,11,9,34,91,60,9,61,80,50,95,69,100,85,85,72,1,9,56,90,79,14,96,60,42,47,60,66,54,90,34,37,64,74,93,32,100,85,64,54,76,81,83,78,63,28,36,53,84,95,49,81,57,49,76,51,78,13,57,52,20000
